waktu,id,username,teks,tweet_casefolding,tweet_cleansing,tweet_token,tweet_stopword,tweet_normalization,tweet_stemming,clean_data,polarity_score,polarity
########,1.54e+18,The PRAKARSA,Apa saja faktor pendukung dan penghambat untuk mewujudkan pasar kerja inklusif di Indonesia? Dan apa saja yang bisa dilakukan Pemerintah untuk mendorong serapan tenaga kerja disabilitas di sektor formal dan meminimalisasi dampak pandemi Covid-19?,apa saja faktor pendukung dan penghambat untuk mewujudkan pasar kerja inklusif di indonesia? dan apa saja yang bisa dilakukan pemerintah untuk mendorong serapan tenaga kerja disabilitas di sektor formal dan meminimalisasi dampak pandemi covid-19?,apa saja faktor pendukung dan penghambat untuk mewujudkan pasar kerja inklusif di indonesia dan apa saja yang bisa dilakukan pemerintah untuk mendorong serapan tenaga kerja disabilitas di sektor formal dan meminimalisasi dampak pandemi covid,"['apa', 'saja', 'faktor', 'pendukung', 'dan', 'penghambat', 'untuk', 'mewujudkan', 'pasar', 'kerja', 'inklusif', 'di', 'indonesia', 'dan', 'apa', 'saja', 'yang', 'bisa', 'dilakukan', 'pemerintah', 'untuk', 'mendorong', 'serapan', 'tenaga', 'kerja', 'disabilitas', 'di', 'sektor', 'formal', 'dan', 'meminimalisasi', 'dampak', 'pandemi', 'covid']","['faktor', 'pendukung', 'penghambat', 'mewujudkan', 'pasar', 'inklusif', 'indonesia', 'pemerintah', 'mendorong', 'serapan', 'tenaga', 'disabilitas', 'sektor', 'formal', 'meminimalisasi', 'dampak', 'pandemi', 'covid']","['faktor', 'pendukung', 'penghambat', 'mewujudkan', 'pasar', 'inklusif', 'indonesia', 'pemerintah', 'mendorong', 'serapan', 'tenaga', 'disabilitas', 'sektor', 'formal', 'meminimalisasi', 'dampak', 'pandemi', 'covid']","['faktor', 'dukung', 'hambat', 'wujud', 'pasar', 'inklusif', 'indonesia', 'perintah', 'dorong', 'serap', 'tenaga', 'disabilitas', 'sektor', 'formal', 'minimal', 'dampak', 'pandemi', 'covid']",faktor dukung hambat wujud pasar inklusif indonesia perintah dorong serap tenaga disabilitas sektor formal minimal dampak pandemi covid,-9,0
########,1.54e+18,The PRAKARSA,"Pada Presidensi G20, Indonesia melalui Employment Working Group (EWG) menjadikan isu pasar kerja inklusif yang didalamnya juga termasuk kelopok disabilitas sebagai isu prioritas. Namun, bagaimana kondisi sesungguhnya kelompok disabilitas di dunia kerja di Indonesia?","pada presidensi g20, indonesia melalui employment working group (ewg) menjadikan isu pasar kerja inklusif yang didalamnya juga termasuk kelopok disabilitas sebagai isu prioritas. namun, bagaimana kondisi sesungguhnya kelompok disabilitas di dunia kerja di indonesia?",pada presidensi indonesia melalui employment working group ewg menjadikan isu pasar kerja inklusif yang didalamnya juga termasuk kelopok disabilitas sebagai isu prioritas namun bagaimana kondisi sesungguhnya kelompok disabilitas di dunia kerja di indonesia,"['pada', 'presidensi', 'indonesia', 'melalui', 'employment', 'working', 'group', 'ewg', 'menjadikan', 'isu', 'pasar', 'kerja', 'inklusif', 'yang', 'didalamnya', 'juga', 'termasuk', 'kelopok', 'disabilitas', 'sebagai', 'isu', 'prioritas', 'namun', 'bagaimana', 'kondisi', 'sesungguhnya', 'kelompok', 'disabilitas', 'di', 'dunia', 'kerja', 'di', 'indonesia']","['presidensi', 'indonesia', 'employment', 'working', 'group', 'menjadikan', 'isu', 'pasar', 'inklusif', 'didalamnya', 'kelopok', 'disabilitas', 'isu', 'prioritas', 'kondisi', 'sesungguhnya', 'kelompok', 'disabilitas', 'dunia', 'indonesia']","['presidensi', 'indonesia', 'employment', 'working', 'group', 'menjadikan', 'isu', 'pasar', 'inklusif', 'didalamnya', 'kelopok', 'disabilitas', 'isu', 'prioritas', 'kondisi', 'sesungguhnya', 'kelompok', 'disabilitas', 'dunia', 'indonesia']","['presidensi', 'indonesia', 'employment', 'working', 'group', 'jadi', 'isu', 'pasar', 'inklusif', 'dalam', 'kelopok', 'disabilitas', 'isu', 'prioritas', 'kondisi', 'sungguh', 'kelompok', 'disabilitas', 'dunia', 'indonesia']",presidensi indonesia employment working group jadi isu pasar inklusif dalam kelopok disabilitas isu prioritas kondisi sungguh kelompok disabilitas dunia indonesia,-2,0
########,1.54e+18,kumparan,"Pada kunjungan kerja tersebut, Mensos Risma memberikan bantuan kursi roda elektrik dan tongkat untuk jemaat penyandang disabilitas. #kumparanNEWS","pada kunjungan kerja tersebut, mensos risma memberikan bantuan kursi roda elektrik dan tongkat untuk jemaat penyandang disabilitas. #kumparannews",pada kunjungan kerja tersebut mensos risma memberikan bantuan kursi roda elektrik dan tongkat untuk jemaat penyandang disabilitas,"['pada', 'kunjungan', 'kerja', 'tersebut', 'mensos', 'risma', 'memberikan', 'bantuan', 'kursi', 'roda', 'elektrik', 'dan', 'tongkat', 'untuk', 'jemaat', 'penyandang', 'disabilitas']","['kunjungan', 'mensos', 'risma', 'bantuan', 'kursi', 'roda', 'elektrik', 'tongkat', 'jemaat', 'penyandang', 'disabilitas']","['kunjungan', 'mensos', 'risma', 'bantuan', 'kursi', 'roda', 'elektrik', 'tongkat', 'jemaat', 'penyandang', 'disabilitas']","['kunjung', 'mensos', 'risma', 'bantu', 'kursi', 'roda', 'elektrik', 'tongkat', 'jemaat', 'sandang', 'disabilitas']",kunjung mensos risma bantu kursi roda elektrik tongkat jemaat sandang disabilitas,-2,0
########,1.54e+18,HARIANRIAU.CO,"Info Loker Batam 27 Juni, Alfamart Buka Lowongan Kerja untuk Penyandang Disabilitas https://t.co/NlhQ2PSFw8","info loker batam 27 juni, alfamart buka lowongan kerja untuk penyandang disabilitas https://t.co/nlhq2psfw8",info loker batam juni alfamart buka lowongan kerja untuk penyandang disabilitas,"['info', 'loker', 'batam', 'juni', 'alfamart', 'buka', 'lowongan', 'kerja', 'untuk', 'penyandang', 'disabilitas']","['info', 'loker', 'batam', 'juni', 'alfamart', 'buka', 'lowongan', 'penyandang', 'disabilitas']","['info', 'lowongan kerja', 'batam', 'juni', 'alfamart', 'buka', 'lowongan', 'penyandang', 'disabilitas']","['info', 'lowong kerja', 'batam', 'juni', 'alfamart', 'buka', 'lowong', 'sandang', 'disabilitas']",info lowong kerja batam juni alfamart buka lowong sandang disabilitas,0,1
########,1.54e+18,Call me dhooo not domino,"Teruntuk kamu yang masih mencari kerja, selamat berjuang kawans! Banyak baca & koneksi, jangan pernah nunggu satu lowongan saja. Jika kamu punya keluarga dan kawan yang Disabilitas. Ajaklah mereka untuk follow @klobility dan belajar bareng TIKO.

Semoga Seninmu makin bahagia!","teruntuk kamu yang masih mencari kerja, selamat berjuang kawans! banyak baca & koneksi, jangan pernah nunggu satu lowongan saja. jika kamu punya keluarga dan kawan yang disabilitas. ajaklah mereka untuk follow @klobility dan belajar bareng tiko.

semoga seninmu makin bahagia!",teruntuk kamu yang masih mencari kerja selamat berjuang kawans banyak baca koneksi jangan pernah nunggu satu lowongan saja jika kamu punya keluarga dan kawan yang disabilitas ajaklah mereka untuk follow dan belajar bareng tiko semoga seninmu makin bahagia,"['teruntuk', 'kamu', 'yang', 'masih', 'mencari', 'kerja', 'selamat', 'berjuang', 'kawans', 'banyak', 'baca', 'koneksi', 'jangan', 'pernah', 'nunggu', 'satu', 'lowongan', 'saja', 'jika', 'kamu', 'punya', 'keluarga', 'dan', 'kawan', 'yang', 'disabilitas', 'ajaklah', 'mereka', 'untuk', 'follow', 'dan', 'belajar', 'bareng', 'tiko', 'semoga', 'seninmu', 'makin', 'bahagia']","['teruntuk', 'mencari', 'selamat', 'berjuang', 'kawans', 'baca', 'koneksi', 'nunggu', 'lowongan', 'keluarga', 'kawan', 'disabilitas', 'ajaklah', 'belajar', 'bareng', 'tiko', 'semoga', 'seninmu', 'bahagia']","['teruntuk', 'mencari', 'selamat', 'berjuang', 'kawans', 'baca', 'koneksi', 'tunggu', 'lowongan', 'keluarga', 'kawan', 'disabilitas', 'ajaklah', 'belajar', 'bareng', 'tiko', 'semoga', 'seninmu', 'bahagia']","['untuk', 'cari', 'selamat', 'juang', 'kawans', 'baca', 'koneksi', 'tunggu', 'lowong', 'keluarga', 'kawan', 'disabilitas', 'ajak', 'ajar', 'bareng', 'tiko', 'moga', 'senin', 'bahagia']",untuk cari selamat juang kawans baca koneksi tunggu lowong keluarga kawan disabilitas ajak ajar bareng tiko moga senin bahagia,10,1
########,1.55e+18,Mantan atlet gundu,"sama kalau bisa dikasih petugas pak @gibran_tweet di bis. beberapa kali naik cuma ada driver aja sendiri dalam bis. kalau di trans jogja ada 1 kernetnya yang bisa mengedukasi & kasih info ke penumpang, juga bisa bantu naik penumpang difabel.","sama kalau bisa dikasih petugas pak @gibran_tweet di bis. beberapa kali naik cuma ada driver aja sendiri dalam bis. kalau di trans jogja ada 1 kernetnya yang bisa mengedukasi & kasih info ke penumpang, juga bisa bantu naik penumpang difabel.",sama kalau bisa dikasih petugas pak tweet di bis beberapa kali naik cuma ada driver aja sendiri dalam bis kalau di trans jogja ada kernetnya yang bisa mengedukasi kasih info ke penumpang juga bisa bantu naik penumpang difabel,"['sama', 'kalau', 'bisa', 'dikasih', 'petugas', 'pak', 'tweet', 'di', 'bis', 'beberapa', 'kali', 'naik', 'cuma', 'ada', 'driver', 'aja', 'sendiri', 'dalam', 'bis', 'kalau', 'di', 'trans', 'jogja', 'ada', 'kernetnya', 'yang', 'bisa', 'mengedukasi', 'kasih', 'info', 'ke', 'penumpang', 'juga', 'bisa', 'bantu', 'naik', 'penumpang', 'difabel']","['dikasih', 'petugas', 'tweet', 'bis', 'driver', 'bis', 'trans', 'jogja', 'kernetnya', 'mengedukasi', 'kasih', 'info', 'bantu', 'difabel']","['dikasih', 'petugas', 'tweet', 'Bus', 'driver', 'Bus', 'trans', 'jogja', 'kernetnya', 'mengedukasi', 'kasih', 'info', 'bantu', 'difabel']","['kasih', 'tugas', 'tweet', 'bus', 'driver', 'bus', 'trans', 'jogja', 'kernet', 'edukasi', 'kasih', 'info', 'bantu', 'difabel']",kasih tugas tweet bus driver bus trans jogja kernet edukasi kasih info bantu difabel,3,1
########,1.54e+18,semua-muanya nirmakna,"Ya kalopun transportasi umum (TU) sepi peminat, itu kerna jadwalnya gak jelas, gak tepat waktu, fasilitas menuju halte tidak memadai. Orang mau jalan kaki ke halte, trotoarnya kek taik, ya gimana mau naik TU. Ditambah lagi persoalan fasilitas ramah difabel.","ya kalopun transportasi umum (tu) sepi peminat, itu kerna jadwalnya gak jelas, gak tepat waktu, fasilitas menuju halte tidak memadai. orang mau jalan kaki ke halte, trotoarnya kek taik, ya gimana mau naik tu. ditambah lagi persoalan fasilitas ramah difabel.",ya kalopun transportasi umum tu sepi peminat itu kerna jadwalnya gak jelas gak tepat waktu fasilitas menuju halte tidak memadai orang mau jalan kaki ke halte trotoarnya kek taik ya gimana mau naik tu ditambah lagi persoalan fasilitas ramah difabel,"['ya', 'kalopun', 'transportasi', 'umum', 'tu', 'sepi', 'peminat', 'itu', 'kerna', 'jadwalnya', 'gak', 'jelas', 'gak', 'tepat', 'waktu', 'fasilitas', 'menuju', 'halte', 'tidak', 'memadai', 'orang', 'mau', 'jalan', 'kaki', 'ke', 'halte', 'trotoarnya', 'kek', 'taik', 'ya', 'gimana', 'mau', 'naik', 'tu', 'ditambah', 'lagi', 'persoalan', 'fasilitas', 'ramah', 'difabel']","['kalopun', 'transportasi', 'sepi', 'peminat', 'jadwalnya', 'gak', 'gak', 'fasilitas', 'halte', 'memadai', 'jalan', 'kaki', 'halte', 'trotoarnya', 'taik', 'ditambah', 'fasilitas', 'ramah', 'difabel']","['kalopun', 'transportasi', 'sepi', 'peminat', 'jadwalnya', 'tidak', 'tidak', 'fasilitas', 'halte', 'memadai', 'jalan', 'kaki', 'halte', 'trotoarnya', 'taik', 'ditambah', 'fasilitas', 'ramah', 'difabel']","['kalo', 'transportasi', 'sepi', 'minat', 'jadwal', 'tidak', 'tidak', 'fasilitas', 'halte', 'pada', 'jalan', 'kaki', 'halte', 'trotoar', 'taik', 'tambah', 'fasilitas', 'ramah', 'difabel']",kalo transportasi sepi minat jadwal tidak tidak fasilitas halte pada jalan kaki halte trotoar taik tambah fasilitas ramah difabel,-5,0
########,1.55e+18,Nur Fauzi Ramadhan,Musik di dalem krl emang semengganggu itu. Terlebih untuk difabel visual yang membutuhkan voice over pemberitahuan untuk mendengar pemberhentian dan informasi penting lainnya. @CommuterLine apa ga mau niru @mrtjakarta aja nih soal ini?,musik di dalem krl emang semengganggu itu. terlebih untuk difabel visual yang membutuhkan voice over pemberitahuan untuk mendengar pemberhentian dan informasi penting lainnya. @commuterline apa ga mau niru @mrtjakarta aja nih soal ini?,musik di dalem krl emang semengganggu itu terlebih untuk difabel visual yang membutuhkan voice over pemberitahuan untuk mendengar pemberhentian dan informasi penting lainnya apa ga mau niru aja nih soal ini,"['musik', 'di', 'dalem', 'krl', 'emang', 'semengganggu', 'itu', 'terlebih', 'untuk', 'difabel', 'visual', 'yang', 'membutuhkan', 'voice', 'over', 'pemberitahuan', 'untuk', 'mendengar', 'pemberhentian', 'dan', 'informasi', 'penting', 'lainnya', 'apa', 'ga', 'mau', 'niru', 'aja', 'nih', 'soal', 'ini']","['musik', 'dalem', 'emang', 'semengganggu', 'difabel', 'visual', 'membutuhkan', 'voice', 'over', 'pemberitahuan', 'mendengar', 'pemberhentian', 'informasi', 'ga', 'niru']","['musik', 'dalam', 'memang', 'semengganggu', 'difabel', 'visual', 'membutuhkan', 'voice', 'over', 'pemberitahuan', 'mendengar', 'pemberhentian', 'informasi', 'tidak', 'niru']","['musik', 'dalam', 'memang', 'ganggu', 'difabel', 'visual', 'butuh', 'voice', 'over', 'pemberitahuan', 'dengar', 'henti', 'informasi', 'tidak', 'niru']",musik dalam memang ganggu difabel visual butuh voice over pemberitahuan dengar henti informasi tidak niru,-6,0
########,1.54e+18,Aprileny,Utk setiap kali yg pertama dibutuhkam keberanian. --difabel niat jalan ke bandung wat reuni naik kereta--,utk setiap kali yg pertama dibutuhkam keberanian. --difabel niat jalan ke bandung wat reuni naik kereta--,utk setiap kali yg pertama dibutuhkam keberanian difabel niat jalan ke bandung wat reuni naik kereta,"['utk', 'setiap', 'kali', 'yg', 'pertama', 'dibutuhkam', 'keberanian', 'difabel', 'niat', 'jalan', 'ke', 'bandung', 'wat', 'reuni', 'naik', 'kereta']","['dibutuhkam', 'keberanian', 'difabel', 'niat', 'jalan', 'bandung', 'wat', 'reuni', 'kereta']","['butuh', 'keberanian', 'difabel', 'niat', 'jalan', 'bandung', 'wat', 'reuni', 'kereta']","['butuh', 'berani', 'difabel', 'niat', 'jalan', 'bandung', 'wat', 'reuni', 'kereta']",butuh berani difabel niat jalan bandung wat reuni kereta,-1,0
########,1.54e+18,Aisha Fredellia,"Tinjau langsung pelayanan moda transportasi kereta api di Stasiun Gambir, Erick Thohir peduli akan kenyamanan bagi perempuan dan difabel dari tindak pelecehan sesksual dalam kereta api #ETSolusiModaTransportasi","tinjau langsung pelayanan moda transportasi kereta api di stasiun gambir, erick thohir peduli akan kenyamanan bagi perempuan dan difabel dari tindak pelecehan sesksual dalam kereta api #etsolusimodatransportasi",tinjau langsung pelayanan moda transportasi kereta api di stasiun gambir erick thohir peduli akan kenyamanan bagi perempuan dan difabel dari tindak pelecehan sesksual dalam kereta api,"['tinjau', 'langsung', 'pelayanan', 'moda', 'transportasi', 'kereta', 'api', 'di', 'stasiun', 'gambir', 'erick', 'thohir', 'peduli', 'akan', 'kenyamanan', 'bagi', 'perempuan', 'dan', 'difabel', 'dari', 'tindak', 'pelecehan', 'sesksual', 'dalam', 'kereta', 'api']","['tinjau', 'pelayanan', 'moda', 'transportasi', 'kereta', 'api', 'stasiun', 'gambir', 'erick', 'thohir', 'peduli', 'kenyamanan', 'perempuan', 'difabel', 'tindak', 'pelecehan', 'sesksual', 'kereta', 'api']","['tinjau', 'pelayanan', 'moda', 'transportasi', 'kereta', 'api', 'stasiun', 'gambir', 'erick', 'thohir', 'peduli', 'kenyamanan', 'perempuan', 'difabel', 'tindak', 'pelecehan', 'seksual', 'kereta', 'api']","['tinjau', 'layan', 'moda', 'transportasi', 'kereta', 'api', 'stasiun', 'gambir', 'erick', 'thohir', 'peduli', 'nyaman', 'perempuan', 'difabel', 'tindak', 'leceh', 'seksual', 'kereta', 'api']",tinjau layan moda transportasi kereta api stasiun gambir erick thohir peduli nyaman perempuan difabel tindak leceh seksual kereta api,15,1
########,1.54e+18,HIMA IKM KM FKM Unand,"[SELAMAT DATANG MAHASISWA BARU PRODI IKM JALUR SIMA Prestasi, kerja sama, & difabel] Assalamu'alaikum Wr.Wb Selamat datang dan bergabung kepada seluruh Mahasiswa/i baru prodi Ilmu Kesehatan Masyarakat jalur SIMA Prestasi, kerja sama, & difabel ?","[selamat datang mahasiswa baru prodi ikm jalur sima prestasi, kerja sama, & difabel] assalamu'alaikum wr.wb selamat datang dan bergabung kepada seluruh mahasiswa/i baru prodi ilmu kesehatan masyarakat jalur sima prestasi, kerja sama, & difabel ?",selamat datang mahasiswa baru prodi ikm jalur sima prestasi kerja sama difabel assalamualaikum wrwb selamat datang dan bergabung kepada seluruh mahasiswai baru prodi ilmu kesehatan masyarakat jalur sima prestasi kerja sama difabel,"['selamat', 'datang', 'mahasiswa', 'baru', 'prodi', 'ikm', 'jalur', 'sima', 'prestasi', 'kerja', 'sama', 'difabel', 'assalamualaikum', 'wrwb', 'selamat', 'datang', 'dan', 'bergabung', 'kepada', 'seluruh', 'mahasiswai', 'baru', 'prodi', 'ilmu', 'kesehatan', 'masyarakat', 'jalur', 'sima', 'prestasi', 'kerja', 'sama', 'difabel']","['selamat', 'mahasiswa', 'prodi', 'ikm', 'jalur', 'sima', 'prestasi', 'difabel', 'assalamualaikum', 'wrwb', 'selamat', 'bergabung', 'mahasiswai', 'prodi', 'ilmu', 'kesehatan', 'masyarakat', 'jalur', 'sima', 'prestasi', 'difabel']","['selamat', 'mahasiswa', 'prodi', 'ikm', 'jalur', 'sima', 'prestasi', 'difabel', 'assalamualaikum', 'wrwb', 'selamat', 'bergabung', 'mahasiswai', 'prodi', 'ilmu', 'kesehatan', 'masyarakat', 'jalur', 'sima', 'prestasi', 'difabel']","['selamat', 'mahasiswa', 'prodi', 'ikm', 'jalur', 'sima', 'prestasi', 'difabel', 'assalamualaikum', 'wrwb', 'selamat', 'gabung', 'mahasiswa', 'prodi', 'ilmu', 'sehat', 'masyarakat', 'jalur', 'sima', 'prestasi', 'difabel']",selamat mahasiswa prodi ikm jalur sima prestasi difabel assalamualaikum wrwb selamat gabung mahasiswa prodi ilmu sehat masyarakat jalur sima prestasi difabel,15,1
########,1.54e+18,gita hastarika,Tp terus terang aku pun belum tentu sanggup kerja sama orang difabel.,tp terus terang aku pun belum tentu sanggup kerja sama orang difabel.,tp terus terang aku pun belum tentu sanggup kerja sama orang difabel,"['tp', 'terus', 'terang', 'aku', 'pun', 'belum', 'tentu', 'sanggup', 'kerja', 'sama', 'orang', 'difabel']","['terang', 'sanggup', 'difabel']","['terang', 'sanggup', 'difabel']","['terang', 'sanggup', 'difabel']",terang sanggup difabel,1,1
########,1.54e+18,Shandy Rmd,Info Lowongan Kerja khusus Disabilitas Tuli Area Surabaya Sudah 3 thn menganggur... Pengalaman Cleaning Service https://t.co/F901wWXI3P,info lowongan kerja khusus disabilitas tuli area surabaya sudah 3 thn menganggur... pengalaman cleaning service https://t.co/f901wwxi3p,info lowongan kerja khusus disabilitas tuli area surabaya sudah thn menganggur pengalaman cleaning service,"['info', 'lowongan', 'kerja', 'khusus', 'disabilitas', 'tuli', 'area', 'surabaya', 'sudah', 'thn', 'menganggur', 'pengalaman', 'cleaning', 'service']","['info', 'lowongan', 'disabilitas', 'tuli', 'area', 'surabaya', 'thn', 'menganggur', 'pengalaman', 'cleaning', 'service']","['info', 'lowongan', 'disabilitas', 'tuli', 'area', 'surabaya', 'tahun', 'menganggur', 'pengalaman', 'cleaning', 'service']","['info', 'lowong', 'disabilitas', 'tuli', 'area', 'surabaya', 'tahun', 'anggur', 'alam', 'cleaning', 'service']",info lowong disabilitas tuli area surabaya tahun anggur alam cleaning service,-6,0
########,1.54e+18,Lorraine Riva,"Selain sebagian dari 30% pajak masuk kas negara untuk biayai tunjangan pengangguran, tunjangan kalau pekerja tiba-tiba karena sakit, ngga bisa kerja lagi, subsidi untuk perusahaan yang memperkerjakan orang difabel dan banyak lagi fasilitas negara yang diatur pemerintah.","selain sebagian dari 30% pajak masuk kas negara untuk biayai tunjangan pengangguran, tunjangan kalau pekerja tiba-tiba karena sakit, ngga bisa kerja lagi, subsidi untuk perusahaan yang memperkerjakan orang difabel dan banyak lagi fasilitas negara yang diatur pemerintah.",selain sebagian dari pajak masuk kas negara untuk biayai tunjangan pengangguran tunjangan kalau pekerja tibatiba karena sakit ngga bisa kerja lagi subsidi untuk perusahaan yang memperkerjakan orang difabel dan banyak lagi fasilitas negara yang diatur pemerintah,"['selain', 'sebagian', 'dari', 'pajak', 'masuk', 'kas', 'negara', 'untuk', 'biayai', 'tunjangan', 'pengangguran', 'tunjangan', 'kalau', 'pekerja', 'tibatiba', 'karena', 'sakit', 'ngga', 'bisa', 'kerja', 'lagi', 'subsidi', 'untuk', 'perusahaan', 'yang', 'memperkerjakan', 'orang', 'difabel', 'dan', 'banyak', 'lagi', 'fasilitas', 'negara', 'yang', 'diatur', 'pemerintah']","['pajak', 'kas', 'negara', 'biayai', 'tunjangan', 'pengangguran', 'tunjangan', 'pekerja', 'tibatiba', 'sakit', 'ngga', 'subsidi', 'perusahaan', 'memperkerjakan', 'difabel', 'fasilitas', 'negara', 'diatur', 'pemerintah']","['pajak', 'kas', 'negara', 'biayai', 'tunjangan', 'pengangguran', 'tunjangan', 'pekerja', 'tiba tiba', 'sakit', 'tidak', 'subsidi', 'perusahaan', 'memperkerjakan', 'difabel', 'fasilitas', 'negara', 'diatur', 'pemerintah']","['pajak', 'kas', 'negara', 'biaya', 'tunjang', 'anggur', 'tunjang', 'kerja', 'tiba tiba', 'sakit', 'tidak', 'subsidi', 'usaha', 'kerja', 'difabel', 'fasilitas', 'negara', 'atur', 'perintah']",pajak kas negara biaya tunjang anggur tunjang kerja tiba tiba sakit tidak subsidi usaha kerja difabel fasilitas negara atur perintah,0,1
########,1.54e+18,gita hastarika,"Kita tuh selalu ngomong komunitas difabel jgn dipandang remeh. Mrk jg bs kerja. Mrk jg bs berprestasi. Tp klo ditanya, mrk kerjanya apa? Jwbannya terbatas bgt. Yg mentally disabled jg. Dia kerjanya apa? Melukis. Selain itu hdpnya gmn? Ya biasa. Makan, boker. Absurd.","kita tuh selalu ngomong komunitas difabel jgn dipandang remeh. mrk jg bs kerja. mrk jg bs berprestasi. tp klo ditanya, mrk kerjanya apa? jwbannya terbatas bgt. yg mentally disabled jg. dia kerjanya apa? melukis. selain itu hdpnya gmn? ya biasa. makan, boker. absurd.",kita tuh selalu ngomong komunitas difabel jgn dipandang remeh mrk jg bs kerja mrk jg bs berprestasi tp klo ditanya mrk kerjanya apa jwbannya terbatas bgt yg mentally disabled jg dia kerjanya apa melukis selain itu hdpnya gmn ya biasa makan boker absurd,"['kita', 'tuh', 'selalu', 'ngomong', 'komunitas', 'difabel', 'jgn', 'dipandang', 'remeh', 'mrk', 'jg', 'bs', 'kerja', 'mrk', 'jg', 'bs', 'berprestasi', 'tp', 'klo', 'ditanya', 'mrk', 'kerjanya', 'apa', 'jwbannya', 'terbatas', 'bgt', 'yg', 'mentally', 'disabled', 'jg', 'dia', 'kerjanya', 'apa', 'melukis', 'selain', 'itu', 'hdpnya', 'gmn', 'ya', 'biasa', 'makan', 'boker', 'absurd']","['ngomong', 'komunitas', 'difabel', 'dipandang', 'remeh', 'berprestasi', 'kerjanya', 'jwbannya', 'terbatas', 'mentally', 'disabled', 'kerjanya', 'melukis', 'hdpnya', 'makan', 'boker', 'absurd']","['ngomong', 'komunitas', 'difabel', 'dipandang', 'remeh', 'berprestasi', 'kerjanya', 'jawabannya', 'terbatas', 'mentally', 'disabilitas', 'kerjanya', 'lukis', 'hadap', 'makan', 'boker', 'absurd']","['ngomong', 'komunitas', 'difabel', 'pandang', 'remeh', 'prestasi', 'kerja', 'jawab', 'batas', 'mentally', 'disabilitas', 'kerja', 'lukis', 'hadap', 'makan', 'boker', 'absurd']",ngomong komunitas difabel pandang remeh prestasi kerja jawab batas mentally disabilitas kerja lukis hadap makan boker absurd,-2,0
########,1.55e+18,Kang Ariel,"Tapi maksud aku bukan kesitu min, maksudnya evaluasi st tanjung barat gimana caranya biar ramah difabel, lansia, sama bumil, jangan cuman hanya mengandalkan jpo yang tinggi, apakah ada cara lain? kan kasian kalo ada lansia mau naik krl harus naik turun tangga.","tapi maksud aku bukan kesitu min, maksudnya evaluasi st tanjung barat gimana caranya biar ramah difabel, lansia, sama bumil, jangan cuman hanya mengandalkan jpo yang tinggi, apakah ada cara lain? kan kasian kalo ada lansia mau naik krl harus naik turun tangga.",tapi maksud aku bukan kesitu min maksudnya evaluasi st tanjung barat gimana caranya biar ramah difabel lansia sama bumil jangan cuman hanya mengandalkan jpo yang tinggi apakah ada cara lain kan kasian kalo ada lansia mau naik krl harus naik turun tangga,"['tapi', 'maksud', 'aku', 'bukan', 'kesitu', 'min', 'maksudnya', 'evaluasi', 'st', 'tanjung', 'barat', 'gimana', 'caranya', 'biar', 'ramah', 'difabel', 'lansia', 'sama', 'bumil', 'jangan', 'cuman', 'hanya', 'mengandalkan', 'jpo', 'yang', 'tinggi', 'apakah', 'ada', 'cara', 'lain', 'kan', 'kasian', 'kalo', 'ada', 'lansia', 'mau', 'naik', 'krl', 'harus', 'naik', 'turun', 'tangga']","['kesitu', 'maksudnya', 'evaluasi', 'st', 'tanjung', 'barat', 'ramah', 'difabel', 'lansia', 'bumil', 'cuman', 'mengandalkan', 'jpo', 'kasian', 'lansia', 'turun', 'tangga']","['kesitu', 'maksudnya', 'evaluasi', 'st', 'tanjung', 'barat', 'ramah', 'difabel', 'lansia', 'ibu hamil', 'cuman', 'mengandalkan', 'jpo', 'kasihan', 'lansia', 'turun', 'tangga']","['kesitu', 'maksud', 'evaluasi', 'st', 'tanjung', 'barat', 'ramah', 'difabel', 'lansia', 'ibu hamil', 'cuman', 'andal', 'jpo', 'kasihan', 'lansia', 'turun', 'tangga']",kesitu maksud evaluasi st tanjung barat ramah difabel lansia ibu hamil cuman andal jpo kasihan lansia turun tangga,9,1
########,1.55e+18,Nin,"Mrt aja yg ngantri lift lumayan panjang, aslinya lift kan buat difabel, padahal kalo pake tangga lebih sat set dan ngga cape2 amat juga","mrt aja yg ngantri lift lumayan panjang, aslinya lift kan buat difabel, padahal kalo pake tangga lebih sat set dan ngga cape2 amat juga",mrt aja yg ngantri lift lumayan panjang aslinya lift kan buat difabel padahal kalo pake tangga lebih sat set dan ngga cape amat juga,"['mrt', 'aja', 'yg', 'ngantri', 'lift', 'lumayan', 'panjang', 'aslinya', 'lift', 'kan', 'buat', 'difabel', 'padahal', 'kalo', 'pake', 'tangga', 'lebih', 'sat', 'set', 'dan', 'ngga', 'cape', 'amat', 'juga']","['ngantri', 'lift', 'lumayan', 'aslinya', 'lift', 'difabel', 'pake', 'tangga', 'sat', 'set', 'ngga', 'cape']","['antre', 'lift', 'lumayan', 'aslinya', 'lift', 'difabel', 'pakai', 'tangga', 'sat', 'set', 'tidak', 'cape']","['antre', 'lift', 'lumayan', 'asli', 'lift', 'difabel', 'pakai', 'tangga', 'sat', 'set', 'tidak', 'cape']",antre lift lumayan asli lift difabel pakai tangga sat set tidak cape,-4,0
